1 41 0
1 42 0
1 43 0
1 44 0
1 45 0
1 46 0
1 47 0
1 48 0
1 49 0
1 50 0
1 51 0
1 52 0
1 53 0
1 54 0
1 55 0
1 56 0
1 57 0
1 58 0
1 59 0
1 60 0
2 41 0
2 42 0
2 43 0
2 44 1
2 45 1
2 46 1
2 47 1
2 48 1
2 49 1
2 50 1
2 51 1
2 52 1
2 53 1
2 54 1
2 55 1
2 56 1
2 57 1
2 58 0
2 59 0
2 60 0
3 41 1
3 42 1
3 43 1
3 44 2
3 45 2
3 46 2
3 47 2
3 48 2
3 49 2
3 50 2
3 51 2
3 52 2
3 53 2
3 54 2
3 55 2
3 56 2
3 57 2
3 58 1
3 59 1
3 60 1
4 36 1
4 37 1
4 38 2
4 39 2
4 40 2
4 41 2
4 42 2
4 43 2
4 44 3
4 45 3
4 46 3
4 47 3
4 48 3
4 49 3
4 50 3
4 51 3
4 52 3
4 53 3
4 54 3
4 55 3
4 56 3
4 57 3
4 58 2
4 59 2
4 60 2
4 61 2
4 62 2
4 63 2
4 64 1
4 65 1
5 36 2
5 37 2
5 38 2
5 39 3
5 40 3
5 41 3
5 42 3
5 43 3
5 44 4
5 45 4
5 46 4
5 47 4
5 48 4
5 49 4
5 50 4
5 51 4
5 52 4
5 53 4
5 54 4
5 55 4
5 56 4
5 57 4
5 58 3
5 59 3
5 60 3
5 61 3
5 62 3
5 63 2
5 64 2
5 65 2
6 26 0
6 27 0
6 28 0
6 29 0
6 30 1
6 31 1
6 32 1
6 33 2
6 34 2
6 35 3
6 36 3
6 37 3
6 38 3
6 39 4
6 40 4
6 41 4
6 42 4
6 43 4
6 44 5
6 45 5
6 46 5
6 47 5
6 48 5
6 49 5
6 50 5
6 51 5
6 52 5
6 53 5
6 54 5
6 55 5
6 56 5
6 57 5
6 58 4
6 59 4
6 60 4
6 61 4
6 62 4
6 63 3
6 64 3
6 65 3
6 66 3
6 67 2
6 68 2
6 69 1
6 70 1
6 71 1
6 72 0
6 73 0
6 74 0
6 75 0
7 26 0
7 27 0
7 28 1
7 29 1
7 30 2
7 31 2
7 32 2
7 33 3
7 34 3
7 35 3
7 36 4
7 37 4
7 38 4
7 39 5
7 40 5
7 41 5
7 42 5
7 43 5
7 44 6
7 45 6
7 46 6
7 47 6
7 48 6
7 49 6
7 50 6
7 51 6
7 52 6
7 53 6
7 54 6
7 55 6
7 56 6
7 57 6
7 58 5
7 59 5
7 60 5
7 61 5
7 62 5
7 63 4
7 64 4
7 65 4
7 66 3
7 67 3
7 68 3
7 69 2
7 70 2
7 71 2
7 72 1
7 73 1
7 74 0
7 75 0
8 26 1
8 27 1
8 28 2
8 29 2
8 30 3
8 31 3
8 32 3
8 33 4
8 34 4
8 35 4
8 36 5
8 37 5
8 38 5
8 39 6
8 40 6
8 41 6
8 42 6
8 43 6
8 44 7
8 45 7
8 46 7
8 47 7
8 48 7
8 49 7
8 50 7
8 51 7
8 52 7
8 53 7
8 54 7
8 55 7
8 56 7
8 57 7
8 58 6
8 59 6
8 60 6
8 61 6
8 62 6
8 63 5
8 64 5
8 65 5
8 66 4
8 67 4
8 68 4
8 69 3
8 70 3
8 71 3
8 72 2
8 73 2
8 74 1
8 75 1
9 21 0
9 22 0
9 23 0
9 24 1
9 25 1
9 26 2
9 27 2
9 28 3
9 29 3
9 30 4
9 31 4
9 32 4
9 33 5
9 34 5
9 35 5
9 36 6
9 37 6
9 38 6
9 39 7
9 40 7
9 41 7
9 42 7
9 43 7
9 44 8
9 45 8
9 46 8
9 47 8
9 48 8
9 49 8
9 50 8
9 51 8
9 52 8
9 53 8
9 54 8
9 55 8
9 56 8
9 57 8
9 58 7
9 59 7
9 60 7
9 61 7
9 62 7
9 63 6
9 64 6
9 65 6
9 66 5
9 67 5
9 68 5
9 69 4
9 70 4
9 71 4
9 72 3
9 73 3
9 74 2
9 75 2
9 76 1
9 77 1
9 78 0
9 79 0
9 80 0
10 21 0
10 22 1
10 23 1
10 24 2
10 25 2
10 26 3
10 27 3
10 28 4
10 29 4
10 30 4
10 31 5
10 32 5
10 33 6
10 34 6
10 35 6
10 36 7
10 37 7
10 38 7
10 39 8
10 40 8
10 41 8
10 42 8
10 43 8
10 44 9
10 45 9
10 46 9
10 47 9
10 48 9
10 49 9
10 50 9
10 51 9
10 52 9
10 53 9
10 54 9
10 55 9
10 56 9
10 57 9
10 58 8
10 59 8
10 60 8
10 61 8
10 62 8
10 63 7
10 64 7
10 65 7
10 66 6
10 67 6
10 68 6
10 69 5
10 70 5
10 71 4
10 72 4
10 73 4
10 74 3
10 75 3
10 76 2
10 77 2
10 78 1
10 79 1
10 80 0
11 21 1
11 22 1
11 23 2
