ix	iy	Dee	FED	sid	Ch	Harness	PNA	PNB
53	64	2	648	0	288	4	104	209
53	65	2	648	0	286	4	104	209
53	66	2	648	0	257	4	104	209
53	67	2	648	0	267	4	104	209
53	68	2	648	0	263	4	104	209
53	69	2	648	0	262	4	104	209
53	70	2	648	0	260	4	104	209
53	71	2	648	0	232	3	103	208
53	72	2	648	0	230	3	103	208
53	73	2	648	0	239	3	103	208
53	74	2	648	0	237	3	103	208
53	75	2	648	0	235	3	103	208
53	76	2	648	0	213	3	103	208
53	77	2	648	0	211	3	103	208
53	78	2	648	0	210	3	103	208
53	79	2	648	0	207	3	103	208
53	80	2	648	0	217	3	103	208
53	81	2	648	0	89	2	102	207
53	82	2	648	0	88	2	102	207
53	83	2	648	0	87	2	102	207
53	84	2	648	0	85	2	102	207
53	85	2	648	0	92	2	102	207
53	86	2	648	0	73	1	101	206
53	87	2	648	0	64	1	101	206
53	88	2	648	0	62	1	101	206
53	89	2	648	0	60	1	101	206
53	90	2	648	0	57	1	101	206
53	91	2	648	0	39	1	101	206
53	92	2	648	0	38	1	101	206
53	93	2	648	0	36	1	101	206
53	94	2	648	0	44	1	101	206
53	95	2	648	0	42	1	101	206
53	96	2	648	0	19	1	101	206
53	97	2	648	0	5	1	101	206
53	98	2	648	0	13	1	101	206
53	99	2	648	0	12	1	101	206
53	100	2	648	0	11	1	101	206
54	1	2	653	1	410	18	105	210
54	2	2	653	1	402	18	105	210
54	3	2	653	1	404	18	105	210
54	4	2	653	1	406	18	105	210
54	5	2	653	1	408	18	105	210
54	6	2	653	1	376	18	105	210
54	7	2	653	1	378	18	105	210
54	8	2	653	1	380	18	105	210
54	9	2	653	1	382	18	105	210
54	10	2	653	1	384	18	105	210
54	11	2	653	1	356	18	105	210
54	12	2	653	1	360	18	105	210
54	13	2	653	1	362	18	105	210
54	14	2	653	1	353	18	105	210
54	15	2	653	1	371	18	105	210
54	16	2	653	1	326	19	109	204
54	17	2	653	1	328	19	109	204
54	18	2	653	1	330	19	109	204
54	19	2	653	1	332	19	109	204
54	20	2	653	1	334	19	109	204
54	21	2	653	1	206	19	109	204
54	22	2	653	1	208	19	109	204
54	23	2	653	1	210	19	109	204
54	24	2	653	1	202	19	109	204
54	25	2	653	1	204	19	109	204
54	26	2	653	1	185	19	109	204
54	27	2	653	1	187	19	109	204
54	28	2	653	1	178	19	109	204
54	29	2	653	1	180	19	109	204
54	30	2	653	1	183	19	109	204
54	31	2	653	1	151	19	109	204
54	32	2	653	1	153	19	109	204
54	33	2	653	1	163	19	109	204
54	34	2	653	1	156	19	109	204
54	35	2	653	1	158	19	109	204
54	36	2	653	1	130	19	109	204
54	37	2	653	1	131	19	109	204
54	38	2	653	1	132	19	109	204
54	39	2	653	1	129	19	109	204
54	62	2	648	0	284	4	104	209
54	63	2	648	0	282	4	104	209
54	64	2	648	0	280	4	104	209
54	65	2	648	0	275	4	104	209
54	66	2	648	0	258	4	104	209
54	67	2	648	0	255	4	104	209
54	68	2	648	0	264	4	104	209
54	69	2	648	0	252	4	104	209
54	70	2	648	0	250	4	104	209
54	71	2	648	0	233	3	103	208
54	72	2	648	0	231	3	103	208
54	73	2	648	0	227	3	103	208
54	74	2	648	0	238	3	103	208
54	75	2	648	0	236	3	103	208
54	76	2	648	0	214	3	103	208
54	77	2	648	0	202	3	103	208
54	78	2	648	0	200	3	103	208
54	79	2	648	0	208	3	103	208
54	80	2	648	0	205	3	103	208
54	81	2	648	0	83	2	102	207
54	82	2	648	0	81	2	102	207
54	83	2	648	0	80	2	102	207
54	84	2	648	0	77	2	102	207
54	85	2	648	0	75	2	102	207
54	86	2	648	0	74	1	101	206
54	87	2	648	0	52	1	101	206
54	88	2	648	0	63	1	101	206
54	89	2	648	0	61	1	101	206
54	90	2	648	0	58	1	101	206
54	91	2	648	0	33	1	101	206
54	92	2	648	0	31	1	101	206
54	93	2	648	0	30	1	101	206
54	94	2	648	0	27	1	101	206
54	95	2	648	0	25	1	101	206
54	96	2	648	0	8	1	101	206
54	97	2	648	0	6	1	101	206
54	98	2	648	0	14	1	101	206
54	99	2	648	0	2	1	101	206
54	100	2	648	0	0	1	101	206
55	1	2	653	1	400	18	105	210
55	2	2	653	1	401	18	105	210
55	3	2	653	1	403	18	105	210
55	4	2	653	1	405	18	105	210
55	5	2	653	1	407	18	105	210
55	6	2	653	1	375	18	105	210
55	7	2	653	1	377	18	105	210
55	8	2	653	1	379	18	105	210
55	9	2	653	1	381	18	105	210
55	10	2	653	1	383	18	105	210
55	11	2	653	1	355	18	105	210
55	12	2	653	1	350	18	105	210
55	13	2	653	1	351	18	105	210
55	14	2	653	1	352	18	105	210
55	15	2	653	1	354	18	105	210
55	16	2	653	1	325	19	109	204
55	17	2	653	1	327	19	109	204
55	18	2	653	1	329	19	109	204
55	19	2	653	1	331	19	109	204
55	20	2	653	1	333	19	109	204
55	21	2	653	1	205	19	109	204
55	22	2	653	1	207	19	109	204
55	23	2	653	1	200	19	109	204
55	24	2	653	1	201	19	109	204
55	25	2	653	1	203	19	109	204
55	26	2	653	1	175	19	109	204
55	27	2	653	1	176	19	109	204
55	28	2	653	1	177	19	109	204
55	29	2	653	1	179	19	109	204
55	30	2	653	1	182	19	109	204
55	31	2	653	1	150	19	109	204
55	32	2	653	1	152	19	109	204
55	33	2	653	1	154	19	109	204
55	34	2	653	1	155	19	109	204
55	35	2	653	1	157	19	109	204
55	36	2	653	1	125	19	109	204
55	37	2	653	1	126	19	109	204
55	38	2	653	1	127	19	109	204
55	39	2	653	1	128	19	109	204
55	62	2	648	0	279	4	104	209
55	63	2	648	0	278	4	104	209
55	64	2	648	0	277	4	104	209
55	65	2	648	0	276	4	104	209
55	66	2	648	0	259	4	104	209
55	67	2	648	0	256	4	104	209
55	68	2	648	0	254	4	104	209
55	69	2	648	0	253	4	104	209
55	70	2	648	0	251	4	104	209
55	71	2	648	0	234	3	103	208
55	72	2	648	0	229	3	103	208
55	73	2	648	0	228	3	103	208
55	74	2	648	0	226	3	103	208
55	75	2	648	0	225	3	103	208
55	76	2	648	0	204	3	103	208
55	77	2	648	0	203	3	103	208
55	78	2	648	0	201	3	103	208
55	79	2	648	0	209	3	103	208
55	80	2	648	0	206	3	103	208
55	81	2	648	0	84	2	102	207
55	82	2	648	0	82	2	102	207
55	83	2	648	0	79	2	102	207
55	84	2	648	0	78	2	102	207
55	85	2	648	0	76	2	102	207
55	86	2	648	0	54	1	101	206
55	87	2	648	0	53	1	101	206
55	88	2	648	0	51	1	101	206
55	89	2	648	0	50	1	101	206
55	90	2	648	0	59	1	101	206
55	91	2	648	0	34	1	101	206
55	92	2	648	0	32	1	101	206
55	93	2	648	0	29	1	101	206
55	94	2	648	0	28	1	101	206
55	95	2	648	0	26	1	101	206
55	96	2	648	0	9	1	101	206
55	97	2	648	0	7	1	101	206
55	98	2	648	0	4	1	101	206
55	99	2	648	0	3	1	101	206
55	100	2	648	0	1	1	101	206
56	1	2	653	1	321	18	105	210
56	2	2	653	1	323	18	105	210
56	3	2	653	1	324	18	105	210
56	4	2	653	1	316	18	105	210
56	5	2	653	1	319	18	105	210
56	6	2	653	1	292	18	105	210
56	7	2	653	1	294	18	105	210
56	8	2	653	1	296	18	105	210
56	9	2	653	1	298	18	105	210
56	10	2	653	1	299	18	105	210
56	11	2	653	1	267	18	105	210
56	12	2	653	1	269	18	105	210
56	13	2	653	1	271	18	105	210
56	14	2	653	1	273	18	105	210
56	15	2	653	1	274	18	105	210
56	16	2	653	1	246	19	109	204
56	17	2	653	1	248	19	109	204
56	18	2	653	1	249	19	109	204
56	19	2	653	1	240	19	109	204
56	20	2	653	1	244	19	109	204
56	21	2	653	1	117	19	109	204
56	22	2	653	1	119	19	109	204
56	23	2	653	1	121	19	109	204
56	24	2	653	1	123	19	109	204
56	25	2	653	1	124	19	109	204
56	26	2	653	1	95	19	109	204
56	27	2	653	1	96	19	109	204
56	28	2	653	1	97	19	109	204
56	29	2	653	1	98	19	109	204
56	30	2	653	1	99	19	109	204
56	31	2	654	0	821	17	110	205
56	32	2	654	0	823	17	110	205
56	33	2	654	0	824	17	110	205
56	34	2	654	0	817	17	110	205
56	35	2	654	0	819	17	110	205
56	36	2	654	0	792	17	110	205
56	37	2	654	0	795	17	110	205
56	38	2	654	0	796	17	110	205
56	39	2	654	0	797	17	110	205
56	40	2	654	0	799	17	110	205
56	61	2	648	0	398	4	104	209
56	62	2	648	0	397	4	104	209
56	63	2	648	0	396	4	104	209
56	64	2	648	0	395	4	104	209
56	65	2	648	0	390	4	104	209
56	66	2	648	0	368	4	104	209
56	67	2	648	0	366	4	104	209
56	68	2	648	0	374	4	104	209
56	69	2	648	0	372	4	104	209
56	70	2	648	0	370	4	104	209
56	71	2	648	0	349	4	104	209
56	72	2	648	0	348	4	104	209
56	73	2	648	0	347	4	104	209
56	74	2	648	0	346	4	104	209
56	75	2	648	0	345	4	104	209
56	76	2	648	0	324	3	103	208
56	77	2	648	0	322	3	103	208
56	78	2	648	0	320	3	103	208
56	79	2	648	0	318	3	103	208
56	80	2	648	0	315	3	103	208
56	81	2	648	0	191	2	102	207
56	82	2	648	0	190	2	102	207
56	83	2	648	0	199	2	102	207
56	84	2	648	0	197	2	102	207
56	85	2	648	0	195	2	102	207
56	86	2	648	0	174	2	102	207
56	87	2	648	0	172	2	102	207
56	88	2	648	0	170	2	102	207
56	89	2	648	0	168	2	102	207
56	90	2	648	0	165	2	102	207
56	91	2	648	0	148	1	101	206
56	92	2	648	0	146	1	101	206
56	93	2	648	0	145	1	101	206
56	94	2	648	0	143	1	101	206
56	95	2	648	0	140	1	101	206
56	96	2	648	0	117	1	101	206
56	97	2	648	0	115	1	101	206
56	98	2	648	0	123	1	101	206
56	99	2	648	0	121	1	101	206
56	100	2	648	0	120	1	101	206
57	1	2	653	1	320	18	105	210
57	2	2	653	1	322	18	105	210
57	3	2	653	1	313	18	105	210
57	4	2	653	1	315	18	105	210
57	5	2	653	1	318	18	105	210
57	6	2	653	1	291	18	105	210
57	7	2	653	1	293	18	105	210
57	8	2	653	1	295	18	105	210
57	9	2	653	1	297	18	105	210
57	10	2	653	1	289	18	105	210
57	11	2	653	1	266	18	105	210
57	12	2	653	1	268	18	105	210
57	13	2	653	1	270	18	105	210
57	14	2	653	1	272	18	105	210
57	15	2	653	1	264	18	105	210
57	16	2	653	1	245	19	109	204
57	17	2	653	1	247	19	109	204
57	18	2	653	1	238	19	109	204
57	19	2	653	1	239	19	109	204
57	20	2	653	1	243	19	109	204
57	21	2	653	1	116	19	109	204
57	22	2	653	1	118	19	109	204
57	23	2	653	1	120	19	109	204
57	24	2	653	1	122	19	109	204
57	25	2	653	1	114	19	109	204
57	26	2	653	1	90	19	109	204
57	27	2	653	1	91	19	109	204
57	28	2	653	1	92	19	109	204
57	29	2	653	1	93	19	109	204
57	30	2	653	1	94	19	109	204
57	31	2	654	0	820	17	110	205
57	32	2	654	0	822	17	110	205
57	33	2	654	0	815	17	110	205
57	34	2	654	0	816	17	110	205
57	35	2	654	0	818	17	110	205
57	36	2	654	0	791	17	110	205
57	37	2	654	0	794	17	110	205
57	38	2	654	0	786	17	110	205
57	39	2	654	0	788	17	110	205
57	40	2	654	0	798	17	110	205
57	61	2	648	0	399	4	104	209
57	62	2	648	0	387	4	104	209
57	63	2	648	0	385	4	104	209
57	64	2	648	0	393	4	104	209
57	65	2	648	0	391	4	104	209
57	66	2	648	0	369	4	104	209
57	67	2	648	0	367	4	104	209
57	68	2	648	0	365	4	104	209
57	69	2	648	0	373	4	104	209
57	70	2	648	0	371	4	104	209
57	71	2	648	0	344	4	104	209
57	72	2	648	0	343	4	104	209
57	73	2	648	0	342	4	104	209
57	74	2	648	0	341	4	104	209
57	75	2	648	0	340	4	104	209
57	76	2	648	0	312	3	103	208
57	77	2	648	0	323	3	103	208
57	78	2	648	0	321	3	103	208
57	79	2	648	0	319	3	103	208
57	80	2	648	0	316	3	103	208
57	81	2	648	0	192	2	102	207
57	82	2	648	0	188	2	102	207
57	83	2	648	0	186	2	102	207
57	84	2	648	0	198	2	102	207
57	85	2	648	0	196	2	102	207
57	86	2	648	0	162	2	102	207
57	87	2	648	0	173	2	102	207
57	88	2	648	0	171	2	102	207
57	89	2	648	0	169	2	102	207
57	90	2	648	0	166	2	102	207
57	91	2	648	0	149	1	101	206
57	92	2	648	0	147	1	101	206
57	93	2	648	0	136	1	101	206
57	94	2	648	0	144	1	101	206
57	95	2	648	0	141	1	101	206
57	96	2	648	0	118	1	101	206
57	97	2	648	0	116	1	101	206
57	98	2	648	0	124	1	101	206
57	99	2	648	0	122	1	101	206
57	100	2	648	0	110	1	101	206
58	1	2	653	1	310	18	105	210
58	2	2	653	1	311	18	105	210
58	3	2	653	1	312	18	105	210
58	4	2	653	1	314	18	105	210
58	5	2	653	1	317	18	105	210
58	6	2	653	1	290	18	105	210
58	7	2	653	1	285	18	105	210
58	8	2	653	1	286	18	105	210
58	9	2	653	1	287	18	105	210
58	10	2	653	1	288	18	105	210
58	11	2	653	1	265	18	105	210
58	12	2	653	1	259	18	105	210
58	13	2	653	1	261	18	105	210
58	14	2	653	1	262	18	105	210
58	15	2	653	1	263	18	105	210
58	16	2	653	1	235	19	109	204
58	17	2	653	1	236	19	109	204
58	18	2	653	1	237	19	109	204
58	19	2	653	1	234	19	109	204
58	20	2	653	1	242	19	109	204
58	21	2	653	1	115	19	109	204
58	22	2	653	1	109	19	109	204
58	23	2	653	1	111	19	109	204
58	24	2	653	1	112	19	109	204
58	25	2	653	1	113	19	109	204
58	26	2	653	1	86	19	109	204
58	27	2	653	1	87	19	109	204
58	28	2	653	1	88	19	109	204
58	29	2	653	1	89	19	109	204
58	30	2	653	1	84	19	109	204
58	31	2	654	0	811	17	110	205
58	32	2	654	0	813	17	110	205
58	33	2	654	0	814	17	110	205
58	34	2	654	0	806	17	110	205
58	35	2	654	0	809	17	110	205
58	36	2	654	0	790	17	110	205
58	37	2	654	0	793	17	110	205
58	38	2	654	0	785	17	110	205
58	39	2	654	0	787	17	110	205
58	40	2	654	0	789	17	110	205
58	41	2	654	0	329	17	110	205
58	60	2	647	0	70	7	102	207
58	61	2	648	0	389	4	104	209
58	62	2	648	0	388	4	104	209
58	63	2	648	0	386	4	104	209
58	64	2	648	0	394	4	104	209
58	65	2	648	0	392	4	104	209
58	66	2	648	0	357	4	104	209
58	67	2	648	0	355	4	104	209
58	68	2	648	0	364	4	104	209
58	69	2	648	0	362	4	104	209
58	70	2	648	0	360	4	104	209
58	71	2	648	0	333	4	104	209
58	72	2	648	0	339	4	104	209
58	73	2	648	0	338	4	104	209
58	74	2	648	0	337	4	104	209
58	75	2	648	0	335	4	104	209
58	76	2	648	0	313	3	103	208
58	77	2	648	0	311	3	103	208
58	78	2	648	0	310	3	103	208
58	79	2	648	0	307	3	103	208
58	80	2	648	0	317	3	103	208
58	81	2	648	0	193	2	102	207
58	82	2	648	0	189	2	102	207
58	83	2	648	0	187	2	102	207
58	84	2	648	0	185	2	102	207
58	85	2	648	0	180	2	102	207
58	86	2	648	0	163	2	102	207
58	87	2	648	0	161	2	102	207
58	88	2	648	0	160	2	102	207
58	89	2	648	0	157	2	102	207
58	90	2	648	0	167	2	102	207
58	91	2	648	0	139	1	101	206
58	92	2	648	0	138	1	101	206
58	93	2	648	0	137	1	101	206
58	94	2	648	0	135	1	101	206
58	95	2	648	0	142	1	101	206
58	96	2	648	0	119	1	101	206
58	97	2	648	0	114	1	101	206
58	98	2	648	0	113	1	101	206
58	99	2	648	0	112	1	101	206
58	100	2	648	0	111	1	101	206
59	1	2	653	1	305	18	105	210
59	2	2	653	1	306	18	105	210
59	3	2	653	1	307	18	105	210
59	4	2	653	1	308	18	105	210
59	5	2	653	1	309	18	105	210
59	6	2	653	1	276	18	105	210
59	7	2	653	1	278	18	105	210
59	8	2	653	1	280	18	105	210
59	9	2	653	1	282	18	105	210
59	10	2	653	1	284	18	105	210
59	11	2	653	1	256	18	105	210
59	12	2	653	1	258	18	105	210
59	13	2	653	1	260	18	105	210
59	14	2	653	1	252	18	105	210
59	15	2	653	1	254	18	105	210
59	16	2	653	1	230	19	109	204
59	17	2	653	1	231	19	109	204
59	18	2	653	1	232	19	109	204
59	19	2	653	1	233	19	109	204
59	20	2	653	1	241	19	109	204
59	21	2	653	1	106	19	109	204
59	22	2	653	1	108	19	109	204
59	23	2	653	1	110	19	109	204
59	24	2	653	1	102	19	109	204
59	25	2	653	1	104	19	109	204
59	26	2	653	1	85	19	109	204
59	27	2	653	1	80	19	109	204
59	28	2	653	1	81	19	109	204
59	29	2	653	1	82	19	109	204
59	30	2	653	1	83	19	109	204
59	31	2	654	0	810	17	110	205
59	32	2	654	0	812	17	110	205
59	33	2	654	0	803	17	110	205
59	34	2	654	0	804	17	110	205
59	35	2	654	0	808	17	110	205
59	36	2	654	0	781	17	110	205
59	37	2	654	0	783	17	110	205
59	38	2	654	0	784	17	110	205
59	39	2	654	0	777	17	110	205
59	40	2	654	0	779	17	110	205
59	41	2	654	0	328	17	110	205
59	42	2	654	0	327	17	110	205
59	59	2	647	0	620	7	102	207
59	60	2	647	0	621	7	102	207
59	61	2	648	0	378	4	104	209
59	62	2	648	0	376	4	104	209
59	63	2	648	0	384	4	104	209
59	64	2	648	0	382	4	104	209
59	65	2	648	0	380	4	104	209
59	66	2	648	0	358	4	104	209
59	67	2	648	0	354	4	104	209
59	68	2	648	0	352	4	104	209
59	69	2	648	0	363	4	104	209
59	70	2	648	0	361	4	104	209
59	71	2	648	0	334	4	104	209
59	72	2	648	0	332	4	104	209
59	73	2	648	0	331	4	104	209
59	74	2	648	0	330	4	104	209
59	75	2	648	0	336	4	104	209
59	76	2	648	0	314	3	103	208
59	77	2	648	0	302	3	103	208
59	78	2	648	0	300	3	103	208
59	79	2	648	0	308	3	103	208
59	80	2	648	0	305	3	103	208
59	81	2	648	0	194	2	102	207
59	82	2	648	0	184	2	102	207
59	83	2	648	0	183	2	102	207
59	84	2	648	0	182	2	102	207
59	85	2	648	0	181	2	102	207
59	86	2	648	0	164	2	102	207
59	87	2	648	0	152	2	102	207
59	88	2	648	0	150	2	102	207
59	89	2	648	0	158	2	102	207
59	90	2	648	0	155	2	102	207
59	91	2	648	0	133	1	101	206
59	92	2	648	0	131	1	101	206
59	93	2	648	0	130	1	101	206
59	94	2	648	0	127	1	101	206
59	95	2	648	0	125	1	101	206
59	96	2	648	0	109	1	101	206
59	97	2	648	0	108	1	101	206
59	98	2	648	0	107	1	101	206
59	99	2	648	0	106	1	101	206
59	100	2	648	0	105	1	101	206
60	1	2	653	1	300	18	105	210
60	2	2	653	1	301	18	105	210
60	3	2	653	1	302	18	105	210
60	4	2	653	1	303	18	105	210
60	5	2	653	1	304	18	105	210
60	6	2	653	1	275	18	105	210
60	7	2	653	1	277	18	105	210
60	8	2	653	1	279	18	105	210
60	9	2	653	1	281	18	105	210
60	10	2	653	1	283	18	105	210
60	11	2	653	1	255	18	105	210
60	12	2	653	1	257	18	105	210
60	13	2	653	1	250	18	105	210
60	14	2	653	1	251	18	105	210
60	15	2	653	1	253	18	105	210
60	16	2	653	1	225	19	109	204
60	17	2	653	1	226	19	109	204
60	18	2	653	1	227	19	109	204
60	19	2	653	1	228	19	109	204
60	20	2	653	1	229	19	109	204
60	21	2	653	1	105	19	109	204
60	22	2	653	1	107	19	109	204
60	23	2	653	1	100	19	109	204
60	24	2	653	1	101	19	109	204
60	25	2	653	1	103	19	109	204
60	26	2	653	1	75	19	109	204
60	27	2	653	1	76	19	109	204
60	28	2	653	1	77	19	109	204
60	29	2	653	1	78	19	109	204
60	30	2	653	1	79	19	109	204
60	31	2	654	0	800	17	110	205
60	32	2	654	0	801	17	110	205
60	33	2	654	0	802	17	110	205
60	34	2	654	0	805	17	110	205
60	35	2	654	0	807	17	110	205
60	36	2	654	0	780	17	110	205
60	37	2	654	0	782	17	110	205
60	38	2	654	0	775	17	110	205
60	39	2	654	0	776	17	110	205
60	40	2	654	0	778	17	110	205
60	41	2	654	0	326	17	110	205
60	42	2	654	0	325	17	110	205
60	43	2	654	0	500	17	110	205
60	58	2	647	0	622	7	102	207
60	59	2	647	0	623	7	102	207
60	60	2	647	0	624	7	102	207
60	61	2	648	0	379	4	104	209
60	62	2	648	0	377	4	104	209
60	63	2	648	0	375	4	104	209
60	64	2	648	0	383	4	104	209
60	65	2	648	0	381	4	104	209
60	66	2	648	0	359	4	104	209
60	67	2	648	0	356	4	104	209
60	68	2	648	0	353	4	104	209
60	69	2	648	0	351	4	104	209
60	70	2	648	0	350	4	104	209
60	71	2	648	0	329	4	104	209
60	72	2	648	0	328	4	104	209
60	73	2	648	0	327	4	104	209
60	74	2	648	0	326	4	104	209
60	75	2	648	0	325	4	104	209
60	76	2	648	0	304	3	103	208
60	77	2	648	0	303	3	103	208
60	78	2	648	0	301	3	103	208
60	79	2	648	0	309	3	103	208
60	80	2	648	0	306	3	103	208
60	81	2	648	0	179	2	102	207
60	82	2	648	0	178	2	102	207
60	83	2	648	0	177	2	102	207
60	84	2	648	0	176	2	102	207
60	85	2	648	0	175	2	102	207
60	86	2	648	0	154	2	102	207
60	87	2	648	0	153	2	102	207
60	88	2	648	0	151	2	102	207
60	89	2	648	0	159	2	102	207
60	90	2	648	0	156	2	102	207
60	91	2	648	0	134	1	101	206
60	92	2	648	0	132	1	101	206
60	93	2	648	0	129	1	101	206
60	94	2	648	0	128	1	101	206
60	95	2	648	0	126	1	101	206
60	96	2	648	0	104	1	101	206
60	97	2	648	0	103	1	101	206
60	98	2	648	0	102	1	101	206
60	99	2	648	0	101	1	101	206
60	100	2	648	0	100	1	101	206
61	4	2	653	1	56	18	105	210
61	5	2	653	1	59	18	105	210
61	6	2	653	1	46	18	105	210
61	7	2	653	1	48	18	105	210
61	8	2	653	1	49	18	105	210
61	9	2	653	1	42	18	105	210
61	10	2	653	1	44	18	105	210
61	11	2	653	1	17	18	105	210
61	12	2	653	1	19	18	105	210
61	13	2	653	1	21	18	105	210
61	14	2	653	1	23	18	105	210
61	15	2	653	1	24	18	105	210
61	16	2	654	0	545	16	107	202
61	17	2	654	0	546	16	107	202
61	18	2	654	0	547	16	107	202
61	19	2	654	0	548	16	107	202
61	20	2	654	0	549	16	107	202
61	21	2	654	0	371	16	107	202
61	22	2	654	0	373	16	107	202
61	23	2	654	0	374	16	107	202
61	24	2	654	0	366	16	107	202
61	25	2	654	0	369	16	107	202
61	26	2	654	0	196	17	110	205
61	27	2	654	0	198	17	110	205
61	28	2	654	0	199	17	110	205
61	29	2	654	0	192	17	110	205
61	30	2	654	0	194	17	110	205
61	31	2	654	0	95	17	110	205
61	32	2	654	0	96	17	110	205
61	33	2	654	0	98	17	110	205
61	34	2	654	0	99	17	110	205
61	35	2	654	0	94	17	110	205
61	36	2	654	0	46	17	110	205
61	37	2	654	0	48	17	110	205
61	38	2	654	0	49	17	110	205
61	39	2	654	0	42	17	110	205
61	40	2	654	0	44	17	110	205
61	41	2	654	0	21	17	110	205
61	42	2	654	0	23	17	110	205
61	43	2	654	0	24	17	110	205
61	44	2	654	0	15	17	110	205
61	45	2	654	0	19	17	110	205
61	56	2	647	0	641	7	102	207
61	57	2	647	0	640	7	102	207
61	58	2	647	0	647	7	102	207
61	59	2	647	0	646	7	102	207
61	60	2	647	0	645	7	102	207
61	61	2	647	0	449	7	102	207
61	62	2	647	0	448	7	102	207
61	63	2	647	0	447	7	102	207
61	64	2	647	0	446	7	102	207
61	65	2	647	0	445	7	102	207
61	66	2	648	0	818	4	104	209
61	67	2	648	0	824	4	104	209
61	68	2	648	0	822	4	104	209
61	69	2	648	0	821	4	104	209
61	70	2	648	0	820	4	104	209
61	71	2	648	0	768	4	104	209
61	72	2	648	0	766	4	104	209
61	73	2	648	0	774	4	104	209
61	74	2	648	0	772	4	104	209
61	75	2	648	0	770	4	104	209
61	76	2	648	0	667	3	103	208
61	77	2	648	0	665	3	103	208
61	78	2	648	0	673	3	103	208
61	79	2	648	0	671	3	103	208
61	80	2	648	0	670	3	103	208
61	81	2	648	0	599	2	102	207
61	82	2	648	0	598	2	102	207
61	83	2	648	0	597	2	102	207
61	84	2	648	0	596	2	102	207
61	85	2	648	0	595	2	102	207
61	86	2	648	0	498	2	102	207
61	87	2	648	0	496	2	102	207
61	88	2	648	0	495	2	102	207
61	89	2	648	0	492	2	102	207
61	90	2	648	0	490	2	102	207
61	91	2	648	0	418	1	101	206
61	92	2	648	0	416	1	101	206
61	93	2	648	0	424	1	101	206
61	94	2	648	0	422	1	101	206
61	95	2	648	0	420	1	101	206
61	96	2	648	0	732	1	101	206
61	97	2	648	0	730	1	101	206
62	4	2	653	1	55	18	105	210
62	5	2	653	1	58	18	105	210
62	6	2	653	1	45	18	105	210
62	7	2	653	1	47	18	105	210
62	8	2	653	1	40	18	105	210
62	9	2	653	1	41	18	105	210
62	10	2	653	1	43	18	105	210
62	11	2	653	1	16	18	105	210
62	12	2	653	1	18	18	105	210
62	13	2	653	1	20	18	105	210
62	14	2	653	1	22	18	105	210
62	15	2	653	1	14	18	105	210
62	16	2	654	0	540	16	107	202
62	17	2	654	0	542	16	107	202
62	18	2	654	0	543	16	107	202
62	19	2	654	0	544	16	107	202
62	20	2	654	0	539	16	107	202
62	21	2	654	0	370	16	107	202
62	22	2	654	0	372	16	107	202
62	23	2	654	0	364	16	107	202
62	24	2	654	0	365	16	107	202
62	25	2	654	0	368	16	107	202
62	26	2	654	0	195	17	110	205
62	27	2	654	0	197	17	110	205
62	28	2	654	0	190	17	110	205
62	29	2	654	0	191	17	110	205
62	30	2	654	0	193	17	110	205
62	31	2	654	0	87	17	110	205
62	32	2	654	0	89	17	110	205
62	33	2	654	0	97	17	110	205
62	34	2	654	0	92	17	110	205
62	35	2	654	0	93	17	110	205
62	36	2	654	0	45	17	110	205
62	37	2	654	0	47	17	110	205
62	38	2	654	0	40	17	110	205
62	39	2	654	0	41	17	110	205
62	40	2	654	0	43	17	110	205
62	41	2	654	0	20	17	110	205
62	42	2	654	0	22	17	110	205
62	43	2	654	0	12	17	110	205
62	44	2	654	0	14	17	110	205
62	45	2	654	0	18	17	110	205
62	46	2	646	0	241	11	108	203
62	47	2	646	0	243	11	108	203
62	48	2	646	0	244	11	108	203
62	49	2	646	0	237	11	108	203
62	50	2	646	0	239	11	108	203
62	51	2	647	0	787	7	102	207
62	52	2	647	0	785	7	102	207
62	53	2	647	0	793	7	102	207
62	54	2	647	0	791	7	102	207
62	55	2	647	0	790	7	102	207
62	56	2	647	0	642	7	102	207
62	57	2	647	0	649	7	102	207
62	58	2	647	0	648	7	102	207
62	59	2	647	0	637	7	102	207
62	60	2	647	0	635	7	102	207
62	61	2	647	0	444	7	102	207
62	62	2	647	0	442	7	102	207
62	63	2	647	0	440	7	102	207
62	64	2	647	0	438	7	102	207
62	65	2	647	0	435	7	102	207
62	66	2	648	0	819	4	104	209
62	67	2	648	0	816	4	104	209
62	68	2	648	0	823	4	104	209
62	69	2	648	0	813	4	104	209
62	70	2	648	0	810	4	104	209
62	71	2	648	0	769	4	104	209
62	72	2	648	0	767	4	104	209
62	73	2	648	0	765	4	104	209
62	74	2	648	0	773	4	104	209
62	75	2	648	0	771	4	104	209
62	76	2	648	0	668	3	103	208
62	77	2	648	0	666	3	103	208
62	78	2	648	0	674	3	103	208
62	79	2	648	0	672	3	103	208
62	80	2	648	0	660	3	103	208
62	81	2	648	0	587	2	102	207
62	82	2	648	0	594	2	102	207
62	83	2	648	0	593	2	102	207
62	84	2	648	0	591	2	102	207
62	85	2	648	0	590	2	102	207
62	86	2	648	0	499	2	102	207
62	87	2	648	0	497	2	102	207
62	88	2	648	0	485	2	102	207
62	89	2	648	0	493	2	102	207
62	90	2	648	0	491	2	102	207
