ix	iy	Dee	FED	sid	Ch	Harness	PNA	PNB
1	41	1	651	0	594	12	109	204
1	42	1	651	0	576	12	109	204
1	43	1	651	0	577	12	109	204
1	44	1	651	0	578	12	109	204
1	45	1	651	0	579	12	109	204
1	46	1	651	0	400	12	109	204
1	47	1	651	0	401	12	109	204
1	48	1	651	0	402	12	109	204
1	49	1	651	0	403	12	109	204
1	50	1	651	0	404	12	109	204
1	51	1	651	0	204	9	106	201
1	52	1	651	0	203	9	106	201
1	53	1	651	0	202	9	106	201
1	54	1	651	0	201	9	106	201
1	55	1	651	0	200	9	106	201
1	56	1	651	0	28	9	106	201
1	57	1	651	0	27	9	106	201
1	58	1	651	0	26	9	106	201
1	59	1	651	0	25	9	106	201
1	60	1	651	0	40	9	106	201
2	41	1	651	0	593	12	109	204
2	42	1	651	0	575	12	109	204
2	43	1	651	0	582	12	109	204
2	44	1	651	0	583	12	109	204
2	45	1	651	0	584	12	109	204
2	46	1	651	0	405	12	109	204
2	47	1	651	0	406	12	109	204
2	48	1	651	0	407	12	109	204
2	49	1	651	0	408	12	109	204
2	50	1	651	0	409	12	109	204
2	51	1	651	0	209	9	106	201
2	52	1	651	0	208	9	106	201
2	53	1	651	0	207	9	106	201
2	54	1	651	0	206	9	106	201
2	55	1	651	0	205	9	106	201
2	56	1	651	0	29	9	106	201
2	57	1	651	0	32	9	106	201
2	58	1	651	0	31	9	106	201
2	59	1	651	0	30	9	106	201
2	60	1	651	0	41	9	106	201
3	41	1	651	0	592	12	109	204
3	42	1	651	0	580	12	109	204
3	43	1	651	0	581	12	109	204
3	44	1	651	0	588	12	109	204
3	45	1	651	0	589	12	109	204
3	46	1	651	0	410	12	109	204
3	47	1	651	0	411	12	109	204
3	48	1	651	0	412	12	109	204
3	49	1	651	0	413	12	109	204
3	50	1	651	0	414	12	109	204
3	51	1	651	0	214	9	106	201
3	52	1	651	0	213	9	106	201
3	53	1	651	0	212	9	106	201
3	54	1	651	0	211	9	106	201
3	55	1	651	0	210	9	106	201
3	56	1	651	0	34	9	106	201
3	57	1	651	0	33	9	106	201
3	58	1	651	0	38	9	106	201
3	59	1	651	0	35	9	106	201
3	60	1	651	0	42	9	106	201
4	36	1	651	0	826	12	109	204
4	37	1	651	0	828	12	109	204
4	38	1	651	0	829	12	109	204
4	39	1	651	0	832	12	109	204
4	40	1	651	0	834	12	109	204
4	41	1	651	0	591	12	109	204
4	42	1	651	0	586	12	109	204
4	43	1	651	0	587	12	109	204
4	44	1	651	0	597	12	109	204
4	45	1	651	0	599	12	109	204
4	46	1	651	0	415	12	109	204
4	47	1	651	0	416	12	109	204
4	48	1	651	0	417	12	109	204
4	49	1	651	0	418	12	109	204
4	50	1	651	0	419	12	109	204
4	51	1	651	0	219	9	106	201
4	52	1	651	0	218	9	106	201
4	53	1	651	0	217	9	106	201
4	54	1	651	0	216	9	106	201
4	55	1	651	0	215	9	106	201
4	56	1	651	0	48	9	106	201
4	57	1	651	0	46	9	106	201
4	58	1	651	0	39	9	106	201
4	59	1	651	0	36	9	106	201
4	60	1	651	0	43	9	106	201
4	61	1	650	0	618	8	104	209
4	62	1	650	0	616	8	104	209
4	63	1	650	0	614	8	104	209
4	64	1	650	0	612	8	104	209
4	65	1	650	0	610	8	104	209
5	36	1	651	0	825	12	109	204
5	37	1	651	0	827	12	109	204
5	38	1	651	0	830	12	109	204
5	39	1	651	0	831	12	109	204
5	40	1	651	0	833	12	109	204
5	41	1	651	0	590	12	109	204
5	42	1	651	0	585	12	109	204
5	43	1	651	0	595	12	109	204
5	44	1	651	0	596	12	109	204
5	45	1	651	0	598	12	109	204
5	46	1	651	0	420	12	109	204
5	47	1	651	0	421	12	109	204
5	48	1	651	0	422	12	109	204
5	49	1	651	0	423	12	109	204
5	50	1	651	0	424	12	109	204
5	51	1	651	0	224	9	106	201
5	52	1	651	0	223	9	106	201
5	53	1	651	0	222	9	106	201
5	54	1	651	0	221	9	106	201
5	55	1	651	0	220	9	106	201
5	56	1	651	0	49	9	106	201
5	57	1	651	0	47	9	106	201
5	58	1	651	0	45	9	106	201
5	59	1	651	0	37	9	106	201
5	60	1	651	0	44	9	106	201
5	61	1	650	0	619	8	104	209
5	62	1	650	0	617	8	104	209
5	63	1	650	0	615	8	104	209
5	64	1	650	0	613	8	104	209
5	65	1	650	0	611	8	104	209
6	26	1	651	0	800	12	109	204
6	27	1	651	0	801	12	109	204
6	28	1	651	0	802	12	109	204
6	29	1	651	0	803	12	109	204
6	30	1	651	0	804	12	109	204
6	31	1	651	0	726	12	109	204
6	32	1	651	0	728	12	109	204
6	33	1	651	0	729	12	109	204
6	34	1	651	0	730	12	109	204
6	35	1	651	0	734	12	109	204
6	36	1	651	0	701	12	109	204
6	37	1	651	0	703	12	109	204
6	38	1	651	0	704	12	109	204
6	39	1	651	0	706	12	109	204
6	40	1	651	0	709	12	109	204
6	41	1	651	0	557	12	109	204
6	42	1	651	0	559	12	109	204
6	43	1	651	0	550	12	109	204
6	44	1	651	0	552	12	109	204
6	45	1	651	0	554	12	109	204
6	46	1	651	0	382	9	106	201
6	47	1	651	0	384	9	106	201
6	48	1	651	0	376	9	106	201
6	49	1	651	0	378	9	106	201
6	50	1	651	0	379	9	106	201
6	51	1	651	0	179	9	106	201
6	52	1	651	0	177	9	106	201
6	53	1	651	0	175	9	106	201
6	54	1	651	0	183	9	106	201
6	55	1	651	0	180	9	106	201
6	56	1	651	0	3	9	106	201
6	57	1	651	0	1	9	106	201
6	58	1	651	0	0	9	106	201
6	59	1	651	0	8	9	106	201
6	60	1	651	0	5	9	106	201
6	61	1	650	0	582	8	104	209
6	62	1	650	0	580	8	104	209
6	63	1	650	0	578	8	104	209
6	64	1	650	0	576	8	104	209
6	65	1	650	0	575	8	104	209
6	66	1	650	0	406	8	104	209
6	67	1	650	0	405	8	104	209
6	68	1	650	0	404	8	104	209
6	69	1	650	0	402	8	104	209
6	70	1	650	0	400	8	104	209
6	71	1	650	0	254	8	104	209
6	72	1	650	0	253	8	104	209
6	73	1	650	0	252	8	104	209
6	74	1	650	0	251	8	104	209
6	75	1	650	0	250	8	104	209
7	26	1	651	0	805	12	109	204
7	27	1	651	0	806	12	109	204
7	28	1	651	0	807	12	109	204
7	29	1	651	0	808	12	109	204
7	30	1	651	0	809	12	109	204
7	31	1	651	0	725	12	109	204
7	32	1	651	0	727	12	109	204
7	33	1	651	0	738	12	109	204
7	34	1	651	0	739	12	109	204
7	35	1	651	0	733	12	109	204
7	36	1	651	0	700	12	109	204
7	37	1	651	0	702	12	109	204
7	38	1	651	0	714	12	109	204
7	39	1	651	0	705	12	109	204
7	40	1	651	0	708	12	109	204
7	41	1	651	0	556	12	109	204
7	42	1	651	0	558	12	109	204
7	43	1	651	0	562	12	109	204
7	44	1	651	0	551	12	109	204
7	45	1	651	0	553	12	109	204
7	46	1	651	0	381	9	106	201
7	47	1	651	0	383	9	106	201
7	48	1	651	0	375	9	106	201
7	49	1	651	0	377	9	106	201
7	50	1	651	0	389	9	106	201
7	51	1	651	0	187	9	106	201
7	52	1	651	0	178	9	106	201
7	53	1	651	0	176	9	106	201
7	54	1	651	0	184	9	106	201
7	55	1	651	0	181	9	106	201
7	56	1	651	0	4	9	106	201
7	57	1	651	0	2	9	106	201
7	58	1	651	0	10	9	106	201
7	59	1	651	0	9	9	106	201
7	60	1	651	0	6	9	106	201
7	61	1	650	0	583	8	104	209
7	62	1	650	0	581	8	104	209
7	63	1	650	0	579	8	104	209
7	64	1	650	0	577	8	104	209
7	65	1	650	0	585	8	104	209
7	66	1	650	0	407	8	104	209
7	67	1	650	0	413	8	104	209
7	68	1	650	0	411	8	104	209
7	69	1	650	0	403	8	104	209
7	70	1	650	0	401	8	104	209
7	71	1	650	0	259	8	104	209
7	72	1	650	0	258	8	104	209
7	73	1	650	0	257	8	104	209
7	74	1	650	0	256	8	104	209
7	75	1	650	0	255	8	104	209
8	26	1	651	0	812	12	109	204
8	27	1	651	0	813	12	109	204
8	28	1	651	0	814	12	109	204
8	29	1	651	0	818	12	109	204
8	30	1	651	0	819	12	109	204
8	31	1	651	0	735	12	109	204
8	32	1	651	0	736	12	109	204
8	33	1	651	0	737	12	109	204
8	34	1	651	0	744	12	109	204
8	35	1	651	0	732	12	109	204
8	36	1	651	0	710	12	109	204
8	37	1	651	0	712	12	109	204
8	38	1	651	0	713	12	109	204
8	39	1	651	0	717	12	109	204
8	40	1	651	0	707	12	109	204
8	41	1	651	0	555	12	109	204
8	42	1	651	0	569	12	109	204
8	43	1	651	0	561	12	109	204
8	44	1	651	0	563	12	109	204
8	45	1	651	0	564	12	109	204
8	46	1	651	0	380	9	106	201
8	47	1	651	0	394	9	106	201
8	48	1	651	0	386	9	106	201
8	49	1	651	0	387	9	106	201
8	50	1	651	0	388	9	106	201
8	51	1	651	0	188	9	106	201
8	52	1	651	0	186	9	106	201
8	53	1	651	0	185	9	106	201
8	54	1	651	0	192	9	106	201
8	55	1	651	0	182	9	106	201
8	56	1	651	0	13	9	106	201
8	57	1	651	0	12	9	106	201
8	58	1	651	0	11	9	106	201
8	59	1	651	0	17	9	106	201
8	60	1	651	0	7	9	106	201
8	61	1	650	0	584	8	104	209
8	62	1	650	0	590	8	104	209
8	63	1	650	0	589	8	104	209
8	64	1	650	0	587	8	104	209
8	65	1	650	0	586	8	104	209
8	66	1	650	0	408	8	104	209
8	67	1	650	0	414	8	104	209
8	68	1	650	0	412	8	104	209
8	69	1	650	0	410	8	104	209
8	70	1	650	0	415	8	104	209
8	71	1	650	0	268	8	104	209
8	72	1	650	0	266	8	104	209
8	73	1	650	0	264	8	104	209
8	74	1	650	0	263	8	104	209
8	75	1	650	0	260	8	104	209
9	21	1	652	0	336	14	108	203
9	22	1	652	0	338	14	108	203
9	23	1	652	0	330	14	108	203
9	24	1	652	0	332	14	108	203
9	25	1	652	0	334	14	108	203
9	26	1	651	0	811	12	109	204
9	27	1	651	0	815	12	109	204
9	28	1	651	0	816	12	109	204
9	29	1	651	0	817	12	109	204
9	30	1	651	0	824	12	109	204
9	31	1	651	0	740	12	109	204
9	32	1	651	0	741	12	109	204
9	33	1	651	0	742	12	109	204
9	34	1	651	0	743	12	109	204
9	35	1	651	0	731	12	109	204
9	36	1	651	0	721	12	109	204
9	37	1	651	0	711	12	109	204
9	38	1	651	0	724	12	109	204
9	39	1	651	0	716	12	109	204
9	40	1	651	0	719	12	109	204
9	41	1	651	0	566	12	109	204
9	42	1	651	0	568	12	109	204
9	43	1	651	0	560	12	109	204
9	44	1	651	0	572	12	109	204
9	45	1	651	0	574	12	109	204
9	46	1	651	0	391	9	106	201
9	47	1	651	0	393	9	106	201
9	48	1	651	0	385	9	106	201
9	49	1	651	0	397	9	106	201
9	50	1	651	0	399	9	106	201
9	51	1	651	0	189	9	106	201
9	52	1	651	0	197	9	106	201
9	53	1	651	0	195	9	106	201
9	54	1	651	0	193	9	106	201
9	55	1	651	0	190	9	106	201
9	56	1	651	0	14	9	106	201
9	57	1	651	0	22	9	106	201
9	58	1	651	0	20	9	106	201
9	59	1	651	0	18	9	106	201
9	60	1	651	0	15	9	106	201
9	61	1	650	0	593	8	104	209
9	62	1	650	0	591	8	104	209
9	63	1	650	0	598	8	104	209
9	64	1	650	0	588	8	104	209
9	65	1	650	0	595	8	104	209
9	66	1	650	0	409	8	104	209
9	67	1	650	0	419	8	104	209
9	68	1	650	0	418	8	104	209
9	69	1	650	0	417	8	104	209
9	70	1	650	0	416	8	104	209
9	71	1	650	0	269	8	104	209
9	72	1	650	0	267	8	104	209
9	73	1	650	0	265	8	104	209
9	74	1	650	0	270	8	104	209
9	75	1	650	0	261	8	104	209
9	76	1	650	0	603	8	104	209
9	77	1	650	0	601	8	104	209
9	78	1	650	0	600	8	104	209
9	79	1	650	0	607	8	104	209
9	80	1	650	0	605	8	104	209
10	21	1	652	0	335	14	108	203
10	22	1	652	0	337	14	108	203
10	23	1	652	0	339	14	108	203
10	24	1	652	0	331	14	108	203
10	25	1	652	0	333	14	108	203
10	26	1	651	0	810	12	109	204
10	27	1	651	0	820	12	109	204
10	28	1	651	0	821	12	109	204
10	29	1	651	0	822	12	109	204
10	30	1	651	0	823	12	109	204
10	31	1	651	0	745	12	109	204
10	32	1	651	0	746	12	109	204
10	33	1	651	0	747	12	109	204
10	34	1	651	0	748	12	109	204
10	35	1	651	0	749	12	109	204
10	36	1	651	0	720	12	109	204
10	37	1	651	0	722	12	109	204
10	38	1	651	0	723	12	109	204
10	39	1	651	0	715	12	109	204
10	40	1	651	0	718	12	109	204
10	41	1	651	0	565	12	109	204
10	42	1	651	0	567	12	109	204
10	43	1	651	0	570	12	109	204
10	44	1	651	0	571	12	109	204
10	45	1	651	0	573	12	109	204
10	46	1	651	0	390	9	106	201
10	47	1	651	0	392	9	106	201
10	48	1	651	0	395	9	106	201
10	49	1	651	0	396	9	106	201
10	50	1	651	0	398	9	106	201
10	51	1	651	0	199	9	106	201
10	52	1	651	0	198	9	106	201
10	53	1	651	0	196	9	106	201
10	54	1	651	0	194	9	106	201
10	55	1	651	0	191	9	106	201
10	56	1	651	0	24	9	106	201
10	57	1	651	0	23	9	106	201
10	58	1	651	0	21	9	106	201
10	59	1	651	0	19	9	106	201
10	60	1	651	0	16	9	106	201
10	61	1	650	0	594	8	104	209
10	62	1	650	0	592	8	104	209
10	63	1	650	0	599	8	104	209
10	64	1	650	0	597	8	104	209
10	65	1	650	0	596	8	104	209
10	66	1	650	0	424	8	104	209
10	67	1	650	0	423	8	104	209
10	68	1	650	0	422	8	104	209
10	69	1	650	0	421	8	104	209
10	70	1	650	0	420	8	104	209
10	71	1	650	0	274	8	104	209
10	72	1	650	0	273	8	104	209
10	73	1	650	0	272	8	104	209
10	74	1	650	0	271	8	104	209
10	75	1	650	0	262	8	104	209
10	76	1	650	0	604	8	104	209
10	77	1	650	0	602	8	104	209
10	78	1	650	0	609	8	104	209
10	79	1	650	0	608	8	104	209
10	80	1	650	0	606	8	104	209
11	21	1	652	0	477	14	108	203
11	22	1	652	0	478	14	108	203
11	23	1	652	0	479	14	108	203
11	24	1	652	0	481	14	108	203
11	25	1	652	0	484	14	108	203
11	26	1	652	0	306	14	108	203
11	27	1	652	0	308	14	108	203
11	28	1	652	0	300	14	108	203
11	29	1	652	0	302	14	108	203
11	30	1	652	0	304	14	108	203
11	31	1	651	0	782	13	110	205
11	32	1	651	0	775	13	110	205
11	33	1	651	0	777	13	110	205
11	34	1	651	0	778	13	110	205
11	35	1	651	0	779	13	110	205
11	36	1	651	0	675	13	110	205
11	37	1	651	0	676	13	110	205
11	38	1	651	0	677	13	110	205
11	39	1	651	0	678	13	110	205
11	40	1	651	0	679	13	110	205
11	41	1	651	0	531	13	110	205
11	42	1	651	0	533	13	110	205
11	43	1	651	0	525	13	110	205
11	44	1	651	0	527	13	110	205
11	45	1	651	0	529	13	110	205
11	46	1	651	0	350	9	106	201
11	47	1	651	0	351	9	106	201
11	48	1	651	0	352	9	106	201
11	49	1	651	0	353	9	106	201
11	50	1	651	0	354	9	106	201
11	51	1	651	0	154	9	106	201
11	52	1	651	0	153	9	106	201
11	53	1	651	0	152	9	106	201
11	54	1	651	0	151	9	106	201
11	55	1	651	0	150	9	106	201
11	56	1	650	0	753	8	104	209
11	57	1	650	0	751	8	104	209
11	58	1	650	0	750	8	104	209
11	59	1	650	0	757	8	104	209
11	60	1	650	0	755	8	104	209
11	61	1	650	0	554	8	104	209
11	62	1	650	0	553	8	104	209
11	63	1	650	0	552	8	104	209
11	64	1	650	0	551	8	104	209
11	65	1	650	0	550	8	104	209
11	66	1	650	0	378	8	104	209
11	67	1	650	0	377	8	104	209
11	68	1	650	0	376	8	104	209
11	69	1	650	0	375	8	104	209
11	70	1	650	0	380	8	104	209
11	71	1	650	0	228	8	104	209
11	72	1	650	0	226	8	104	209
11	73	1	650	0	225	8	104	209
11	74	1	650	0	232	8	104	209
11	75	1	650	0	230	8	104	209
11	76	1	650	0	132	5	103	208
11	77	1	650	0	130	5	103	208
11	78	1	650	0	129	5	103	208
11	79	1	650	0	128	5	103	208
11	80	1	650	0	125	5	103	208
12	21	1	652	0	476	14	108	203
12	22	1	652	0	486	14	108	203
12	23	1	652	0	488	14	108	203
12	24	1	652	0	480	14	108	203
12	25	1	652	0	483	14	108	203
12	26	1	652	0	305	14	108	203
12	27	1	652	0	307	14	108	203
12	28	1	652	0	309	14	108	203
12	29	1	652	0	301	14	108	203
12	30	1	652	0	303	14	108	203
12	31	1	651	0	781	13	110	205
12	32	1	651	0	784	13	110	205
12	33	1	651	0	776	13	110	205
12	34	1	651	0	787	13	110	205
12	35	1	651	0	789	13	110	205
12	36	1	651	0	680	13	110	205
12	37	1	651	0	681	13	110	205
12	38	1	651	0	682	13	110	205
12	39	1	651	0	683	13	110	205
12	40	1	651	0	684	13	110	205
12	41	1	651	0	530	13	110	205
12	42	1	651	0	532	13	110	205
12	43	1	651	0	534	13	110	205
12	44	1	651	0	526	13	110	205
12	45	1	651	0	528	13	110	205
12	46	1	651	0	368	9	106	201
12	47	1	651	0	356	9	106	201
12	48	1	651	0	357	9	106	201
12	49	1	651	0	358	9	106	201
12	50	1	651	0	359	9	106	201
12	51	1	651	0	158	9	106	201
12	52	1	651	0	157	9	106	201
12	53	1	651	0	156	9	106	201
12	54	1	651	0	155	9	106	201
12	55	1	651	0	165	9	106	201
12	56	1	650	0	754	8	104	209
12	57	1	650	0	752	8	104	209
12	58	1	650	0	759	8	104	209
12	59	1	650	0	758	8	104	209
12	60	1	650	0	756	8	104	209
12	61	1	650	0	559	8	104	209
12	62	1	650	0	558	8	104	209
12	63	1	650	0	557	8	104	209
12	64	1	650	0	556	8	104	209
12	65	1	650	0	555	8	104	209
12	66	1	650	0	379	8	104	209
12	67	1	650	0	387	8	104	209
12	68	1	650	0	385	8	104	209
12	69	1	650	0	383	8	104	209
12	70	1	650	0	381	8	104	209
12	71	1	650	0	229	8	104	209
12	72	1	650	0	227	8	104	209
12	73	1	650	0	234	8	104	209
12	74	1	650	0	233	8	104	209
12	75	1	650	0	231	8	104	209
12	76	1	650	0	133	5	103	208
12	77	1	650	0	131	5	103	208
12	78	1	650	0	137	5	103	208
12	79	1	650	0	135	5	103	208
12	80	1	650	0	126	5	103	208
13	21	1	652	0	475	14	108	203
13	22	1	652	0	485	14	108	203
13	23	1	652	0	487	14	108	203
13	24	1	652	0	489	14	108	203
13	25	1	652	0	482	14	108	203
13	26	1	652	0	311	14	108	203
13	27	1	652	0	313	14	108	203
13	28	1	652	0	314	14	108	203
13	29	1	652	0	316	14	108	203
13	30	1	652	0	319	14	108	203
13	31	1	651	0	780	13	110	205
13	32	1	651	0	783	13	110	205
13	33	1	651	0	785	13	110	205
13	34	1	651	0	786	13	110	205
13	35	1	651	0	788	13	110	205
13	36	1	651	0	692	13	110	205
13	37	1	651	0	694	13	110	205
13	38	1	651	0	687	13	110	205
13	39	1	651	0	688	13	110	205
13	40	1	651	0	689	13	110	205
13	41	1	651	0	536	13	110	205
13	42	1	651	0	538	13	110	205
13	43	1	651	0	539	13	110	205
13	44	1	651	0	541	13	110	205
13	45	1	651	0	544	13	110	205
13	46	1	651	0	367	9	106	201
13	47	1	651	0	355	9	106	201
13	48	1	651	0	361	9	106	201
13	49	1	651	0	363	9	106	201
13	50	1	651	0	364	9	106	201
13	51	1	651	0	159	9	106	201
13	52	1	651	0	163	9	106	201
13	53	1	651	0	161	9	106	201
13	54	1	651	0	160	9	106	201
13	55	1	651	0	166	9	106	201
13	56	1	650	0	767	8	104	209
13	57	1	650	0	765	8	104	209
13	58	1	650	0	763	8	104	209
13	59	1	650	0	761	8	104	209
13	60	1	650	0	760	8	104	209
13	61	1	650	0	563	8	104	209
13	62	1	650	0	561	8	104	209
13	63	1	650	0	560	8	104	209
13	64	1	650	0	568	8	104	209
13	65	1	650	0	565	8	104	209
13	66	1	650	0	389	8	104	209
13	67	1	650	0	388	8	104	209
13	68	1	650	0	386	8	104	209
13	69	1	650	0	384	8	104	209
13	70	1	650	0	382	8	104	209
13	71	1	650	0	242	8	104	209
13	72	1	650	0	240	8	104	209
13	73	1	650	0	239	8	104	209
13	74	1	650	0	237	8	104	209
13	75	1	650	0	235	8	104	209
13	76	1	650	0	134	5	103	208
13	77	1	650	0	139	5	103	208
13	78	1	650	0	138	5	103	208
13	79	1	650	0	136	5	103	208
13	80	1	650	0	127	5	103	208
14	16	1	652	0	341	14	108	203
14	17	1	652	0	343	14	108	203
14	18	1	652	0	344	14	108	203
14	19	1	652	0	347	14	108	203
14	20	1	652	0	349	14	108	203
14	21	1	652	0	490	14	108	203
14	22	1	652	0	491	14	108	203
14	23	1	652	0	492	14	108	203
14	24	1	652	0	493	14	108	203
14	25	1	652	0	494	14	108	203
14	26	1	652	0	310	14	108	203
14	27	1	652	0	312	14	108	203
14	28	1	652	0	323	14	108	203
14	29	1	652	0	315	14	108	203
14	30	1	652	0	318	14	108	203
14	31	1	651	0	791	13	110	205
14	32	1	651	0	793	13	110	205
14	33	1	651	0	794	13	110	205
14	34	1	651	0	797	13	110	205
14	35	1	651	0	799	13	110	205
14	36	1	651	0	691	13	110	205
14	37	1	651	0	685	13	110	205
14	38	1	651	0	686	13	110	205
14	39	1	651	0	697	13	110	205
14	40	1	651	0	699	13	110	205
14	41	1	651	0	535	13	110	205
14	42	1	651	0	537	13	110	205
14	43	1	651	0	548	13	110	205
14	44	1	651	0	540	13	110	205
14	45	1	651	0	543	13	110	205
14	46	1	651	0	366	9	106	201
14	47	1	651	0	369	9	106	201
14	48	1	651	0	360	9	106	201
14	49	1	651	0	362	9	106	201
14	50	1	651	0	374	9	106	201
14	51	1	651	0	173	9	106	201
14	52	1	651	0	164	9	106	201
14	53	1	651	0	162	9	106	201
14	54	1	651	0	169	9	106	201
14	55	1	651	0	167	9	106	201
14	56	1	650	0	768	8	104	209
14	57	1	650	0	766	8	104	209
14	58	1	650	0	764	8	104	209
14	59	1	650	0	762	8	104	209
14	60	1	650	0	770	8	104	209
14	61	1	650	0	564	8	104	209
14	62	1	650	0	562	8	104	209
14	63	1	650	0	571	8	104	209
14	64	1	650	0	570	8	104	209
14	65	1	650	0	566	8	104	209
14	66	1	650	0	398	8	104	209
14	67	1	650	0	396	8	104	209
14	68	1	650	0	394	8	104	209
14	69	1	650	0	392	8	104	209
14	70	1	650	0	390	8	104	209
14	71	1	650	0	243	8	104	209
14	72	1	650	0	241	8	104	209
14	73	1	650	0	247	8	104	209
14	74	1	650	0	238	8	104	209
14	75	1	650	0	236	8	104	209
14	76	1	650	0	144	5	103	208
14	77	1	650	0	143	5	103	208
14	78	1	650	0	142	5	103	208
14	79	1	650	0	141	5	103	208
14	80	1	650	0	140	5	103	208
14	81	1	650	0	68	5	103	208
14	82	1	650	0	66	5	103	208
14	83	1	650	0	64	5	103	208
14	84	1	650	0	62	5	103	208
14	85	1	650	0	60	5	103	208
15	16	1	652	0	340	14	108	203
15	17	1	652	0	342	14	108	203
15	18	1	652	0	345	14	108	203
15	19	1	652	0	346	14	108	203
15	20	1	652	0	348	14	108	203
15	21	1	652	0	495	14	108	203
15	22	1	652	0	496	14	108	203
15	23	1	652	0	497	14	108	203
15	24	1	652	0	498	14	108	203
15	25	1	652	0	499	14	108	203
15	26	1	652	0	320	14	108	203
15	27	1	652	0	321	14	108	203
15	28	1	652	0	322	14	108	203
15	29	1	652	0	324	14	108	203
15	30	1	652	0	317	14	108	203
15	31	1	651	0	790	13	110	205
15	32	1	651	0	792	13	110	205
15	33	1	651	0	795	13	110	205
15	34	1	651	0	796	13	110	205
15	35	1	651	0	798	13	110	205
15	36	1	651	0	690	13	110	205
15	37	1	651	0	693	13	110	205
15	38	1	651	0	695	13	110	205
15	39	1	651	0	696	13	110	205
15	40	1	651	0	698	13	110	205
15	41	1	651	0	545	13	110	205
15	42	1	651	0	546	13	110	205
15	43	1	651	0	547	13	110	205
15	44	1	651	0	549	13	110	205
15	45	1	651	0	542	13	110	205
15	46	1	651	0	365	9	106	201
15	47	1	651	0	370	9	106	201
15	48	1	651	0	371	9	106	201
15	49	1	651	0	372	9	106	201
15	50	1	651	0	373	9	106	201
15	51	1	651	0	174	9	106	201
15	52	1	651	0	172	9	106	201
15	53	1	651	0	171	9	106	201
15	54	1	651	0	170	9	106	201
15	55	1	651	0	168	9	106	201
15	56	1	650	0	769	8	104	209
15	57	1	650	0	774	8	104	209
15	58	1	650	0	773	8	104	209
15	59	1	650	0	772	8	104	209
15	60	1	650	0	771	8	104	209
15	61	1	650	0	574	8	104	209
15	62	1	650	0	573	8	104	209
15	63	1	650	0	572	8	104	209
15	64	1	650	0	569	8	104	209
15	65	1	650	0	567	8	104	209
15	66	1	650	0	399	8	104	209
15	67	1	650	0	397	8	104	209
15	68	1	650	0	395	8	104	209
15	69	1	650	0	393	8	104	209
15	70	1	650	0	391	8	104	209
15	71	1	650	0	244	8	104	209
15	72	1	650	0	249	8	104	209
15	73	1	650	0	248	8	104	209
15	74	1	650	0	246	8	104	209
15	75	1	650	0	245	8	104	209
15	76	1	650	0	149	5	103	208
15	77	1	650	0	148	5	103	208
15	78	1	650	0	147	5	103	208
15	79	1	650	0	146	5	103	208
15	80	1	650	0	145	5	103	208
15	81	1	650	0	69	5	103	208
15	82	1	650	0	67	5	103	208
15	83	1	650	0	65	5	103	208
15	84	1	650	0	63	5	103	208
15	85	1	650	0	61	5	103	208
16	14	1	652	0	507	15	106	201
16	15	1	652	0	509	15	106	201
16	16	1	652	0	625	15	106	201
16	17	1	652	0	626	15	106	201
16	18	1	652	0	627	15	106	201
16	19	1	652	0	628	15	106	201
16	20	1	652	0	629	15	106	201
16	21	1	652	0	463	14	108	203
16	22	1	652	0	451	14	108	203
16	23	1	652	0	453	14	108	203
16	24	1	652	0	454	14	108	203
16	25	1	652	0	459	14	108	203
16	26	1	652	0	288	14	108	203
16	27	1	652	0	276	14	108	203
16	28	1	652	0	277	14	108	203
16	29	1	652	0	278	14	108	203
16	30	1	652	0	279	14	108	203
16	31	1	651	0	750	13	110	205
16	32	1	651	0	751	13	110	205
16	33	1	651	0	752	13	110	205
16	34	1	651	0	753	13	110	205
16	35	1	651	0	754	13	110	205
16	36	1	651	0	651	13	110	205
16	37	1	651	0	653	13	110	205
16	38	1	651	0	654	13	110	205
16	39	1	651	0	657	13	110	205
16	40	1	651	0	659	13	110	205
16	41	1	651	0	514	10	107	202
16	42	1	651	0	502	10	107	202
16	43	1	651	0	504	10	107	202
16	44	1	651	0	506	10	107	202
16	45	1	651	0	509	10	107	202
16	46	1	651	0	332	10	107	202
16	47	1	651	0	334	10	107	202
16	48	1	651	0	325	10	107	202
16	49	1	651	0	327	10	107	202
16	50	1	651	0	329	10	107	202
16	51	1	651	0	128	10	107	202
16	52	1	651	0	126	10	107	202
16	53	1	651	0	125	10	107	202
16	54	1	651	0	133	10	107	202
16	55	1	651	0	130	10	107	202
16	56	1	650	0	727	6	101	206
16	57	1	650	0	725	6	101	206
16	58	1	650	0	732	6	101	206
16	59	1	650	0	730	6	101	206
16	60	1	650	0	735	6	101	206
16	61	1	650	0	533	6	101	206
16	62	1	650	0	531	6	101	206
16	63	1	650	0	529	6	101	206
16	64	1	650	0	527	6	101	206
16	65	1	650	0	525	6	101	206
16	66	1	650	0	354	5	103	208
16	67	1	650	0	353	5	103	208
16	68	1	650	0	352	5	103	208
16	69	1	650	0	351	5	103	208
16	70	1	650	0	350	5	103	208
16	71	1	650	0	203	5	103	208
16	72	1	650	0	202	5	103	208
16	73	1	650	0	201	5	103	208
16	74	1	650	0	200	5	103	208
16	75	1	650	0	210	5	103	208
16	76	1	650	0	107	5	103	208
16	77	1	650	0	104	5	103	208
16	78	1	650	0	102	5	103	208
16	79	1	650	0	100	5	103	208
